idx,KEEP,ITEM,IMAGE,ID,CATEGORY,LEVEL_UPGRADE,REQ_LEVEL,EXCELLENT_BITMASK_INFERRED,EXCELLENT_COUNT_INFERRED,ANCIENT_SET_OPTION,HARMONY,SOCKET_COUNT,DURATION_DAYS,COIN0,COIN1,COIN2,QTY,CLASS,DAMAGE,CURRENT_RISK,RECOMMEND,NOTES
128,UNREVIEWED,Sphinx Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=7",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
129,UNREVIEWED,Brass Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=8",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
130,UNREVIEWED,Plate Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=9",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
131,UNREVIEWED,Vine Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=10",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
132,UNREVIEWED,Silk Gloves,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=10,index=11",Gloves,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
133,UNREVIEWED,Bronze Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=0",Boots,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
134,UNREVIEWED,Dragon Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=1",Boots,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
135,UNREVIEWED,Pad Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=2",Boots,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
136,UNREVIEWED,Legendary Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=3",Boots,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
137,UNREVIEWED,Bone Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=4",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
138,UNREVIEWED,Leather Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=5",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
139,UNREVIEWED,Scale Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=6",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
140,UNREVIEWED,Sphinx Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=7",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
141,UNREVIEWED,Brass Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=8",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
142,UNREVIEWED,Plate Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=9",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/MG,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
143,UNREVIEWED,Vine Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=10",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
144,UNREVIEWED,Silk Boots,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=11,index=11",Boots,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
145,UNREVIEWED,Wings of Elf,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=0",Wings,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
146,UNREVIEWED,Wings of Heaven,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=1",Wings,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
147,UNREVIEWED,Wings of Satan,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=2",Wings,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
148,UNREVIEWED,Wings of Spirits,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=3",Wings,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
149,UNREVIEWED,Wings of Soul,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=4",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
150,UNREVIEWED,Wings of Dragon,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=5",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
151,UNREVIEWED,Wings of Darkness,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=6",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
152,UNREVIEWED,Wing of Storm,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=36",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
153,UNREVIEWED,Wing of Eternal,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=37",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
154,UNREVIEWED,Wing of Illusion,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=38",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
155,UNREVIEWED,Wing of Ruin,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=39",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
156,UNREVIEWED,Cape of Emperor,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=12,index=40",Wings,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,NONE_FLAGGED,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
157,UNREVIEWED,Ring of Ice,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=8",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,10000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
158,UNREVIEWED,Ring of Poison,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=9",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,20000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
159,UNREVIEWED,Ring of Fire,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=21",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,30000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
160,UNREVIEWED,Ring of Earth,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=22",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,15000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
161,UNREVIEWED,Ring of Wind,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=23",Pets/Rings/Pendents,13,1,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED; LOW_REQ_LEVEL_STARTER_TIER,RECOMMEND_LOW_RISK_STARTER_TIER_CANDIDATE_KEEP,
162,UNREVIEWED,Ring of Magic,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=24",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
163,UNREVIEWED,Pendant of Lighting,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=12",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
164,UNREVIEWED,Pendant of Fire,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=13",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
165,UNREVIEWED,Pendant of Ice,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=25",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
166,UNREVIEWED,Pendant of Wind,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=26",Pets/Rings/Pendents,13,1,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED; LOW_REQ_LEVEL_STARTER_TIER,RECOMMEND_LOW_RISK_STARTER_TIER_CANDIDATE_KEEP,
167,UNREVIEWED,Pendant of Water,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=27",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
168,UNREVIEWED,Pendant of Ability,NOT_AVAILABLE_BLOCKED_NO_CLIENT_ASSET_ACCESS,"type=13,index=28",Pets/Rings/Pendents,13,0,63,6,0,0,0,PERMANENT,25000,0,0,1,DW/DK/FE,N/A_NON_WEAPON_OR_UNRESOLVED,MAX_UPGRADE_+13; ALL_6_EXCELLENT_OPTIONS_INFERRED; MAX_ADDITIONAL_OPTION_INFERRED,RECOMMEND_REVIEW_UNCLASSIFIED,
