ID,GROUP,CATEGORY,ITEM,TECHNICAL_ID,CURRENT_PRICE,DURATION,KEY_OPTIONS,POWER_IMPACT,PRELIMINARY_CLASSIFICATION,REASON,DATA_CONFIDENCE,BRYAN_DECISION
90,GROUP 2 -- Armor / Sets,Helms,Leather Helm,"type=7,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
91,GROUP 2 -- Armor / Sets,Helms,Scale Helm,"type=7,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
92,GROUP 2 -- Armor / Sets,Helms,Sphinx Mask,"type=7,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
93,GROUP 2 -- Armor / Sets,Helms,Brass Helm,"type=7,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
94,GROUP 2 -- Armor / Sets,Helms,Plate Helm,"type=7,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
95,GROUP 2 -- Armor / Sets,Helms,Vine Helm,"type=7,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
96,GROUP 2 -- Armor / Sets,Helms,Silk Helm,"type=7,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
97,GROUP 2 -- Armor / Sets,Armors,Bronze Armor,"type=8,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
98,GROUP 2 -- Armor / Sets,Armors,Dragon Armor,"type=8,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
99,GROUP 2 -- Armor / Sets,Armors,Pad Armor,"type=8,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
100,GROUP 2 -- Armor / Sets,Armors,Legendary Armor,"type=8,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
101,GROUP 2 -- Armor / Sets,Armors,Bone Armor,"type=8,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
102,GROUP 2 -- Armor / Sets,Armors,Leather Armor,"type=8,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
103,GROUP 2 -- Armor / Sets,Armors,Scale Armor,"type=8,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
104,GROUP 2 -- Armor / Sets,Armors,Sphinx Armor,"type=8,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
105,GROUP 2 -- Armor / Sets,Armors,Brass Armor,"type=8,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
106,GROUP 2 -- Armor / Sets,Armors,Plate Armor,"type=8,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
107,GROUP 2 -- Armor / Sets,Armors,Vine Armor,"type=8,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
108,GROUP 2 -- Armor / Sets,Armors,Silk Armor,"type=8,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
109,GROUP 2 -- Armor / Sets,Pants,Bronze Pants,"type=9,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
110,GROUP 2 -- Armor / Sets,Pants,Dragon Pants,"type=9,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
111,GROUP 2 -- Armor / Sets,Pants,Pad Pants,"type=9,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
112,GROUP 2 -- Armor / Sets,Pants,Legendary Pants,"type=9,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
113,GROUP 2 -- Armor / Sets,Pants,Bone Pants,"type=9,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
114,GROUP 2 -- Armor / Sets,Pants,Leather Pants,"type=9,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
115,GROUP 2 -- Armor / Sets,Pants,Scale Pants,"type=9,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
116,GROUP 2 -- Armor / Sets,Pants,Sphinx Pants,"type=9,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
117,GROUP 2 -- Armor / Sets,Pants,Brass Pants,"type=9,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
118,GROUP 2 -- Armor / Sets,Pants,Plate Pants,"type=9,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
119,GROUP 2 -- Armor / Sets,Pants,Vine Pants,"type=9,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
120,GROUP 2 -- Armor / Sets,Pants,Silk Pants,"type=9,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
121,GROUP 2 -- Armor / Sets,Gloves,Bronze Gloves,"type=10,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
122,GROUP 2 -- Armor / Sets,Gloves,Dragon Gloves,"type=10,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
123,GROUP 2 -- Armor / Sets,Gloves,Pad Gloves,"type=10,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
124,GROUP 2 -- Armor / Sets,Gloves,Legendary Gloves,"type=10,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
125,GROUP 2 -- Armor / Sets,Gloves,Bone Gloves,"type=10,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
126,GROUP 2 -- Armor / Sets,Gloves,Leather Gloves,"type=10,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
127,GROUP 2 -- Armor / Sets,Gloves,Scale Gloves,"type=10,index=6",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
128,GROUP 2 -- Armor / Sets,Gloves,Sphinx Gloves,"type=10,index=7",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
129,GROUP 2 -- Armor / Sets,Gloves,Brass Gloves,"type=10,index=8",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
130,GROUP 2 -- Armor / Sets,Gloves,Plate Gloves,"type=10,index=9",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
131,GROUP 2 -- Armor / Sets,Gloves,Vine Gloves,"type=10,index=10",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
132,GROUP 2 -- Armor / Sets,Gloves,Silk Gloves,"type=10,index=11",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
133,GROUP 2 -- Armor / Sets,Boots,Bronze Boots,"type=11,index=0",WCoinC=10000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
134,GROUP 2 -- Armor / Sets,Boots,Dragon Boots,"type=11,index=1",WCoinC=20000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
135,GROUP 2 -- Armor / Sets,Boots,Pad Boots,"type=11,index=2",WCoinC=30000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
136,GROUP 2 -- Armor / Sets,Boots,Legendary Boots,"type=11,index=3",WCoinC=15000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
137,GROUP 2 -- Armor / Sets,Boots,Bone Boots,"type=11,index=4",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
138,GROUP 2 -- Armor / Sets,Boots,Leather Boots,"type=11,index=5",WCoinC=25000 / WCoinP=0 / GoblinPoint=0,Permanent,+13 upgrade; 6/6 excellent options (inferred); Ancient/Set=0; Harmony=0; Socket=0,HIGH_INFERRED,RED_INCOMPATIBLE_WITH_CURRENT_POLICY,"Same +13/all-6-excellent stat package as Group 1, applied to defense-slot gear. Six armor-slot categories (Shields/Helms/Armors/Pants/Gloves/Boots) would form complete +13/full-excellent sets if sold together.",CONFIRMED_RAW_DATA_INFERRED_INTERPRETATION,PENDING
